date,match_link,home,away,home_elo,away_elo
2020-09-12,https://fbref.com/en/matches/bf52349b/Fulham-Arsenal-September-12-2020-Premier-League,Fulham,Arsenal,1590.14819336,1797.55981445
2020-09-12,https://fbref.com/en/matches/db261cb0/Crystal-Palace-Southampton-September-12-2020-Premier-League,Crystal Palace,Southampton,1669.09301758,1718.61816406
2020-09-12,https://fbref.com/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,Liverpool,Leeds United,1988.87561035,1620.26647949
2020-09-12,https://fbref.com/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,West Ham,Newcastle Utd,1681.14208984,1673.01513672
2020-09-13,https://fbref.com/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,West Brom,Leicester City,1589.44543457,1756.21508789
2020-09-13,https://fbref.com/en/matches/fc7f9aa1/Tottenham-Hotspur-Everton-September-13-2020-Premier-League,Tottenham,Everton,1800.09570312,1711.25024414
2020-09-14,https://fbref.com/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,Sheffield Utd,Wolves,1692.08886719,1774.01049805
2020-09-14,https://fbref.com/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,Brighton,Chelsea,1649.28686523,1816.8470459
2020-09-19,https://fbref.com/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,Everton,West Brom,1722.94116211,1580.92285156
2020-09-19,https://fbref.com/en/matches/583c2b60/Leeds-United-Fulham-September-19-2020-Premier-League,Leeds United,Fulham,1619.55090332,1580.0748291
2020-09-19,https://fbref.com/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,Manchester Utd,Crystal Palace,1857.50610352,1677.31408691
2020-09-19,https://fbref.com/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,Arsenal,West Ham,1801.79016113,1667.77099609
2020-09-20,https://fbref.com/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,Southampton,Tottenham,1707.86193848,1788.7911377
2020-09-20,https://fbref.com/en/matches/845f6a86/Newcastle-United-Brighton-and-Hove-Albion-September-20-2020-Premier-League,Newcastle Utd,Brighton,1686.77246094,1642.7388916
2020-09-20,https://fbref.com/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,Chelsea,Liverpool,1820.85974121,1987.0559082
2020-09-20,https://fbref.com/en/matches/465b25a8/Leicester-City-Burnley-September-20-2020-Premier-League,Leicester City,Burnley,1761.81616211,1718.07531738
2020-09-21,https://fbref.com/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,Aston Villa,Sheffield Utd,1614.25085449,1679.57446289
2020-09-21,https://fbref.com/en/matches/1c17eca3/Wolverhampton-Wanderers-Manchester-City-September-21-2020-Premier-League,Wolves,Manchester City,1783.98974609,1963.3762207
2020-09-26,https://fbref.com/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,Brighton,Manchester Utd,1661.0579834,1838.92785645
2020-09-26,https://fbref.com/en/matches/7387a72e/Crystal-Palace-Everton-September-26-2020-Premier-League,Crystal Palace,Everton,1696.66479492,1729.65563965
2020-09-26,https://fbref.com/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,West Brom,Chelsea,1574.59460449,1814.52807617
